europeana_id,value,upvotes,downvotes,recommendation
KYD1711,infant jesus,15,0,accept
KYD1711,our lady of the way,18,4,accept
KYD1711,red robe,17,0,accept
KYD1711,red veil,14,0,accept
KYD1711,signs of age,9,0,accept
KYD1711,two decorative six-petaled flowers,10,0,accept
KYD1711,vertical crack,15,0,accept
KYD1711,virgin mary,10,0,accept
KYD1711,wear,8,0,accept
KYD1711,yellow garment,11,0,accept
KYD1712,Infant Jesus,15,0,accept
KYD1712,Patterned background,4,0,accept
KYD1712,The Mother of God Eleusa,8,1,accept
KYD1712,Virgin Mary,11,0,accept
KYD1712,cracks,4,3,accept
KYD1712,four decorative flowers,9,0,accept
KYD1712,golden halo,16,0,accept
KYD1712,icon,20,0,accept
KYD1712,infant jesus,1,2,reject
KYD1712,jeweled crown,18,0,accept
KYD1712,our lady of pochaiv,14,0,accept
KYD1712,paint wear,9,0,accept
KYD1712,painted wooden icon,16,0,accept
KYD1712,red robe with gold trim,18,0,accept
KYD1712,simple white garment,7,0,accept
KYD1712,virgin mary,6,5,accept
KYD1713,Building at background,4,0,accept
KYD1713,Crown,4,0,accept
KYD1713,Decorative flowers,4,0,accept
KYD1713,Patterned background,4,0,accept
KYD1713,Saint,13,0,accept
KYD1713,chalice,13,0,accept
KYD1713,crowned female figure,17,0,accept
KYD1713,"damaged, wooden icon",11,0,accept
KYD1713,dark robe with gold trim,9,0,accept
KYD1713,golden halo,16,0,accept
KYD1713,icon,18,0,accept
KYD1713,martyr,20,0,accept
KYD1713,paint damage,11,0,accept
KYD1713,red cloak,10,0,accept
KYD1713,the great martyr varvara,15,0,accept
KYD1713,visible vertical cracks,15,0,accept
KYD1714,Assuage My Sorrows,9,0,accept
KYD1714,Floral pattern,11,0,accept
KYD1714,"The Mother of God ""Assuage My Sorrows""",9,0,accept
KYD1714,cracks,12,0,accept
KYD1714,dark robe,11,0,accept
KYD1714,dark veil,11,0,accept
KYD1714,green leaves,14,0,accept
KYD1714,halo,0,1,reject
KYD1714,icon,21,0,accept
KYD1714,peeling paint,11,0,accept
KYD1714,pink roses,15,0,accept
KYD1714,red and gold details,6,1,accept
KYD1714,small object,5,3,accept
KYD1714,the virgin mary,21,0,accept
KYD1714,woman,15,0,accept
KYD1715,Decorative flowers,4,0,accept
KYD1715,Mandorla,8,0,accept
KYD1715,blue garment,2,5,reject
KYD1715,cracks,9,0,accept
KYD1715,decorative octagonal frame,10,0,accept
KYD1715,golden halos,17,0,accept
KYD1715,icon,20,0,accept
KYD1715,infant jesus,18,0,accept
KYD1715,paint loss,9,0,accept
KYD1715,red robe,14,0,accept
KYD1715,the blessed virgin – the burning bush,20,0,accept
KYD1715,virgin mary,18,0,accept
KYD1715,white tunic,9,0,accept
KYD1716,Blured halo,4,0,accept
KYD1716,Cross,16,0,accept
KYD1716,Grape vine,4,0,accept
KYD1716,Holy Trinity,5,5,tie
KYD1716,I Am the True Vine,12,2,accept
KYD1716,Vines,13,0,accept
KYD1716,bare-chested,12,0,accept
KYD1716,central figure,4,2,accept
KYD1716,chalice,10,0,accept
KYD1716,cracking,11,0,accept
KYD1716,damage,10,2,accept
KYD1716,icon,16,0,accept
KYD1716,jesus christ - vine,18,0,accept
KYD1716,red cloth,11,0,accept
KYD1716,religious icon,16,0,accept
KYD1716,staff,2,6,reject
KYD1716,two angels,18,0,accept
KYD1717,Blessing,11,0,accept
KYD1717,Decorative flowers,4,0,accept
KYD1717,Patterned background,4,0,accept
KYD1717,St Nicholas,7,5,accept
KYD1717,bearded man,16,0,accept
KYD1717,book,16,0,accept
KYD1717,cracks,15,0,accept
KYD1717,golden halo,25,0,accept
KYD1717,icon,24,0,accept
KYD1717,paint loss,14,0,accept
KYD1717,red and gold mitre,19,0,accept
KYD1717,red robe with gold trim,12,0,accept
KYD1717,religious attire,26,0,accept
KYD1717,st. michael,10,2,accept
KYD1718,Blessing,4,0,accept
KYD1718,Cross,4,0,accept
KYD1718,Decorative flowers,4,0,accept
KYD1718,Golden halo,4,0,accept
KYD1718,Patterned background,4,0,accept
KYD1718,book,11,0,accept
KYD1718,cracks,13,0,accept
KYD1718,eastern orthodox icon,21,0,accept
KYD1718,icon,23,0,accept
KYD1718,paint wear,15,0,accept
KYD1718,painted wooden icon,19,0,accept
KYD1718,red mitre,12,1,accept
KYD1718,red vestments with gold trim,10,0,accept
KYD1718,saint nicholas,18,4,accept
KYD1718,signs of age,16,0,accept
KYD1718,st. michael,8,8,tie
KYD1718,white beard,10,3,accept
KYD1719,Box,4,0,accept
KYD1719,Decorative flowers,4,0,accept
KYD1719,Ornamental background,12,0,accept
KYD1719,book,6,3,accept
KYD1719,cracks,7,0,accept
KYD1719,dark garment,9,0,accept
KYD1719,floral pattern,9,0,accept
KYD1719,halo,17,0,accept
KYD1719,icon,20,0,accept
KYD1719,red robe,17,0,accept
KYD1719,saint,20,0,accept
KYD1719,spoon,4,0,accept
KYD1719,st. pantaleimon,22,0,accept
KYD1719,staff,2,7,reject
KYD1719,wood grain,8,0,accept
KYD1720,Cross,3,0,accept
KYD1720,Holy Trinity,16,0,accept
KYD1720,bearded man,12,0,accept
KYD1720,central figure,2,5,reject
KYD1720,coronation of the virgin,21,0,accept
KYD1720,figure in red drapery,9,0,accept
KYD1720,golden crown,13,0,accept
KYD1720,golden halo,2,9,reject
KYD1720,green robe,12,0,accept
KYD1720,icon,15,0,accept
KYD1720,paint cracking,9,0,accept
KYD1720,peeling,9,0,accept
KYD1720,red drapery,13,0,accept
KYD1720,red garment,12,0,accept
KYD1720,religious scene,14,0,accept
KYD1720,white dove,14,0,accept
KYD1720,yellow triangular shape,12,0,accept
KYD1721,Decorative flowers,4,0,accept
KYD1721,Orans,11,0,accept
KYD1721,Patterned background,4,0,accept
KYD1721,Platytera ton Ouranon,9,0,accept
KYD1721,christ child,14,0,accept
KYD1721,damage,10,0,accept
KYD1721,depiction of the virgin holding the christ child,3,8,reject
KYD1721,golden halo,17,0,accept
KYD1721,green robe,6,0,accept
KYD1721,icon,22,0,accept
KYD1721,our lady of the sign,18,0,accept
KYD1721,oval,5,2,accept
KYD1721,red veil,17,0,accept
KYD1721,virgin mary,14,0,accept
KYD1721,visible vertical cracks,13,0,accept
KYD1721,wooden icon,18,0,accept
KYD1722,Decorative flowers,4,0,accept
KYD1722,Orans,12,0,accept
KYD1722,Orans type,8,0,accept
KYD1722,Patterned background,4,0,accept
KYD1722,Platytera ton Ouranon,8,0,accept
KYD1722,cracks,13,0,accept
KYD1722,"dark, vertical streak",7,0,accept
KYD1722,floral ornament,9,3,accept
KYD1722,golden halo,16,0,accept
KYD1722,green robe,8,0,accept
KYD1722,icon,23,0,accept
KYD1722,infant jesus,21,0,accept
KYD1722,our lady of the sign,19,0,accept
KYD1722,red robe,16,0,accept
KYD1722,virgin mary,21,0,accept
KYD1722,wooden surface,13,0,accept
KYD1723,Floral background,16,0,accept
KYD1723,Roses,2,0,accept
KYD1723,christ pantocrator,24,0,accept
KYD1723,damaged,15,0,accept
KYD1723,golden halo,17,0,accept
KYD1723,green leaves,14,0,accept
KYD1723,icon,22,0,accept
KYD1723,open book,20,0,accept
KYD1723,red and gold robe,5,6,reject
KYD1723,red apples,2,12,reject
KYD1723,two-part wooden icon,2,9,reject
KYD1724,Blessing,4,0,accept
KYD1724,Brown background,4,0,accept
KYD1724,Brown halo,4,0,accept
KYD1724,Decorative flowers,4,0,accept
KYD1724,Saint Michael,7,2,accept
KYD1724,St. Nicholas,19,2,accept
KYD1724,book,13,0,accept
KYD1724,cross,16,0,accept
KYD1724,dark ornate mitre,18,0,accept
KYD1724,dark robe with gold embroidery,14,0,accept
KYD1724,floral patterns,14,0,accept
KYD1724,icon,24,0,accept
KYD1724,saint,24,0,accept
KYD1724,small decorated shield,8,0,accept
KYD1724,split down the middle,5,1,accept
KYD1724,st. michael,0,7,reject
KYD1724,traditional orthodox style,8,0,accept
KYD1724,vertical crack running through the center,8,0,accept
KYD1724,visible cracks,11,0,accept
KYD1724,wear,5,0,accept
KYD1724,wooden icon,24,0,accept
KYD1725,Darck background,4,0,accept
KYD1725,Decorative flowers,4,0,accept
KYD1725,Hodegetria,9,0,accept
KYD1725,damage on virgin's face,8,0,accept
KYD1725,damage on virgin's hands,7,0,accept
KYD1725,golden halos,16,0,accept
KYD1725,icon,19,0,accept
KYD1725,infant jesus,19,0,accept
KYD1725,our lady of the way,16,0,accept
KYD1725,pomegranates,3,10,reject
KYD1725,red robe with gold trim,10,0,accept
KYD1725,red veil,15,0,accept
KYD1725,virgin mary,10,0,accept
KYD1725,visible wood grain,15,0,accept
KYD1725,white dress,13,0,accept
KYD1725,wooden icon,13,0,accept
KYD1726,Dark background,4,0,accept
KYD1726,Decorative flowers,4,0,accept
KYD1726,The Mother of God of the Three Hands,10,0,accept
KYD1726,bogorodica trojerucica,18,0,accept
KYD1726,cracks,10,0,accept
KYD1726,golden halo,15,0,accept
KYD1726,icon,20,0,accept
KYD1726,infant jesus,18,0,accept
KYD1726,light-colored garment,4,3,accept
KYD1726,paint loss,13,0,accept
KYD1726,red robe,15,0,accept
KYD1726,red veil,15,0,accept
KYD1726,virgin mary,18,0,accept
KYD1727,Decorative flower,5,0,accept
KYD1727,Infant,17,0,accept
KYD1727,Patterned wall,12,0,accept
KYD1727,Red curtain,5,0,accept
KYD1727,bearded man,15,0,accept
KYD1727,black hat,2,10,reject
KYD1727,book,16,0,accept
KYD1727,dark robes,13,0,accept
KYD1727,icon,23,0,accept
KYD1727,scroll,2,10,reject
KYD1727,st. justinian,21,0,accept
KYD1727,table,13,0,accept
KYD1727,visible damage,8,0,accept
KYD1728,Child Christ,11,0,accept
KYD1728,angel gabriel,9,0,accept
KYD1728,baby,11,0,accept
KYD1728,golden halos,14,0,accept
KYD1728,green robe,8,0,accept
KYD1728,icon,9,0,accept
KYD1728,infant jesus,18,0,accept
KYD1728,light-colored head covering,8,0,accept
KYD1728,madonna,10,0,accept
KYD1728,oval-shaped,11,0,accept
KYD1728,religious icon,12,0,accept
KYD1728,the blessed virgin with a baby in the image of madonna,11,0,accept
KYD1728,virgin mary,18,0,accept
KYD1728,visible cracks,9,0,accept
KYD1728,wear,7,2,accept
KYD1728,white cloth,8,0,accept
KYD1728,wood,10,0,accept
KYD1729,Barocco ornament,10,0,accept
KYD1729,Crown,13,0,accept
KYD1729,Decorative flowers,4,0,accept
KYD1729,Sword,4,0,accept
KYD1729,chalice,12,0,accept
KYD1729,cracks,9,0,accept
KYD1729,dark blue or green robe,11,0,accept
KYD1729,female figure,15,0,accept
KYD1729,icon,21,0,accept
KYD1729,paint drips,2,5,reject
KYD1729,red cloak,8,0,accept
KYD1729,religious icon,17,0,accept
KYD1729,saint,21,0,accept
KYD1729,saint varvara,19,0,accept
KYD1729,significant deterioration,9,0,accept
KYD1730,Mandorla,8,0,accept
KYD1730,Stars on background,4,0,accept
KYD1730,The Mother of God in Glory with the Christ Child,10,0,accept
KYD1730,book,9,1,accept
KYD1730,cherubic heads,13,0,accept
KYD1730,damage,4,2,accept
KYD1730,green garment,8,1,accept
KYD1730,icon,17,0,accept
KYD1730,infant jesus,21,0,accept
KYD1730,painted wooden icon,17,0,accept
KYD1730,red veil,5,2,accept
KYD1730,signs of age,8,0,accept
KYD1730,the blessed virgin – the burning bush,7,5,accept
KYD1730,virgin mary,22,0,accept
KYD1731,Armor,12,0,accept
KYD1731,Shield,10,0,accept
KYD1731,Wings,14,0,accept
KYD1731,cracked,14,0,accept
KYD1731,crown,13,0,accept
KYD1731,damaged,15,0,accept
KYD1731,icon,19,0,accept
KYD1731,painting,15,0,accept
KYD1731,red cloak,16,0,accept
KYD1731,sword,12,0,accept
KYD1731,the archistratigus michael,21,0,accept
KYD1731,vertical crack,11,0,accept
KYD1732,"""Zig-zag"" halo over the nimbus",8,0,accept
KYD1732,"damaged, painted icon",14,0,accept
KYD1732,golden halo,18,0,accept
KYD1732,icon,23,0,accept
KYD1732,infant jesus,19,0,accept
KYD1732,our lady of the way,20,0,accept
KYD1732,paint damage,14,0,accept
KYD1732,red and blue robe with gold trim,13,0,accept
KYD1732,virgin mary,15,0,accept
KYD1732,visible cracks,11,0,accept
KYD1732,yellow garment,13,0,accept
KYD1733,"""Zig-zag"" halo over the nimbus",4,0,accept
KYD1733,Golden halo,4,0,accept
KYD1733,John the Soldier,15,0,accept
KYD1733,John the Warrior,12,0,accept
KYD1733,Saint,14,0,accept
KYD1733,Spear,13,0,accept
KYD1733,bearded man,15,0,accept
KYD1733,cross,16,0,accept
KYD1733,damage,6,2,accept
KYD1733,golden crown,10,0,accept
KYD1733,icon,14,0,accept
KYD1733,red robe,16,0,accept
KYD1733,religious icon,10,0,accept
KYD1733,st. john the,7,1,accept
KYD1733,st. john the soldier,10,2,accept
KYD1733,staff,2,8,reject
KYD1733,visible signs of age,9,1,accept
KYD1734,Dark green background,4,0,accept
KYD1734,Decorative flowers,4,0,accept
KYD1734,bearded man,12,0,accept
KYD1734,chalice,3,8,reject
KYD1734,child,5,3,accept
KYD1734,crown,12,0,accept
KYD1734,crucifixion,15,0,accept
KYD1734,damage,6,2,accept
KYD1734,icon,15,0,accept
KYD1734,infant jesus,13,0,accept
KYD1734,jesus,13,0,accept
KYD1734,mother,6,2,accept
KYD1734,red robe,13,0,accept
KYD1734,religious scene,12,0,accept
KYD1734,saint,13,0,accept
KYD1734,saint michael,11,4,accept
KYD1734,signs of age,11,0,accept
KYD1734,"the crucifixion, mother and child, and saint michael",10,4,accept
KYD1734,two figures,2,10,reject
KYD1734,virgin mary,13,0,accept
KYD1735,Dove,10,0,accept
KYD1735,Trinity,11,0,accept
KYD1735,coronation of the virgin,21,0,accept
KYD1735,cross,18,0,accept
KYD1735,green robe,13,0,accept
KYD1735,icon,21,0,accept
KYD1735,man,13,0,accept
KYD1735,paint cracking,13,0,accept
KYD1735,peeling,10,0,accept
KYD1735,pink and black robe,9,0,accept
KYD1735,religious icon,17,0,accept
KYD1735,woman,11,0,accept
KYD1736,Dark green ornaments,12,0,accept
KYD1736,Decorative flowers,4,0,accept
KYD1736,Green background,4,0,accept
KYD1736,book,12,0,accept
KYD1736,chalice,12,0,accept
KYD1736,cloud,3,8,reject
KYD1736,cracks,10,0,accept
KYD1736,crowned woman,10,0,accept
KYD1736,icon,17,0,accept
KYD1736,man,12,0,accept
KYD1736,martyr,16,0,accept
KYD1736,mother,12,0,accept
KYD1736,paint damage,9,0,accept
KYD1736,red and gold robe,7,3,accept
KYD1736,saint,17,0,accept
KYD1736,saint michael,15,4,accept
KYD1736,the protection veil of the holy mother of god with the great martyr varvara and saint michael,15,4,accept
KYD1736,woman,12,0,accept
KYD1736,yellow and red robe,9,0,accept
KYD1737,Blured halo,4,0,accept
KYD1737,Brown background,4,0,accept
KYD1737,Clouds,4,0,accept
KYD1737,Crown,4,0,accept
KYD1737,Golden halo,4,0,accept
KYD1737,book,12,0,accept
KYD1737,damage,9,0,accept
KYD1737,golden cross,12,0,accept
KYD1737,green and red robe,12,0,accept
KYD1737,green cross,12,2,accept
KYD1737,green crown,9,0,accept
KYD1737,icon,15,0,accept
KYD1737,man,12,0,accept
KYD1737,mother,11,0,accept
KYD1737,red and gold crown,15,0,accept
KYD1737,red and gold robe,11,0,accept
KYD1737,saint,12,0,accept
KYD1737,saint michael,15,4,accept
KYD1737,signs of age,9,0,accept
KYD1737,staff,11,0,accept
KYD1737,the protection veil of the holy mother of god with the theodosius and saint michael,8,4,accept
KYD1737,woman,12,0,accept
KYD1737,yellow and blue robe,13,0,accept
KYD1738,Black background,4,0,accept
KYD1738,Blessing,4,0,accept
KYD1738,Christ the Almighty,10,0,accept
KYD1738,Christ the Teacher,10,1,accept
KYD1738,Decorative flowers,4,0,accept
KYD1738,blue cloak,11,0,accept
KYD1738,christ pantocrator,18,0,accept
KYD1738,crown,17,0,accept
KYD1738,damage,10,0,accept
KYD1738,golden halo,15,0,accept
KYD1738,icon,17,0,accept
KYD1738,jesus christ,9,0,accept
KYD1738,open book,17,0,accept
KYD1738,paint damage,9,0,accept
KYD1738,red robe,15,0,accept
KYD1738,signs of age,7,0,accept
KYD1738,visible vertical cracks,17,0,accept
KYD1739,Christ the True Vine,10,0,accept
KYD1739,Cross,4,0,accept
KYD1739,I Am the True Vine,12,1,accept
KYD1739,Jesus withe grape,8,0,accept
KYD1739,chalice,12,0,accept
KYD1739,cracks,10,0,accept
KYD1739,crown of thorns,13,0,accept
KYD1739,"damaged, wooden icon",16,0,accept
KYD1739,halo,6,3,accept
KYD1739,icon,23,0,accept
KYD1739,jesus christ,23,0,accept
KYD1739,jesus christ - vine,21,0,accept
KYD1739,peeling paint,12,0,accept
KYD1739,two angels,18,0,accept
KYD1740,Chalice,4,0,accept
KYD1740,Chicks,4,0,accept
KYD1740,Damage,8,3,accept
KYD1740,Esoterics,5,5,tie
KYD1740,Pelican,5,4,accept
KYD1740,cross,20,0,accept
KYD1740,damage,12,3,accept
KYD1740,icon,12,1,accept
KYD1740,painting,15,0,accept
KYD1740,pelican,23,3,accept
KYD1740,poor condition,0,0,unknown
KYD1740,sacrifice,2,0,accept
KYD1740,scroll,6,0,accept
KYD1740,small object,6,0,accept
KYD1740,visible cracks,7,3,accept
KYD1741,Decorative flowers,4,0,accept
KYD1741,I Believe - the Symbol of Faith,14,0,accept
KYD1741,Patterned background,4,0,accept
KYD1741,The Creed,12,0,accept
KYD1741,cross,16,0,accept
KYD1741,damage on face,10,0,accept
KYD1741,damage on hands,7,3,accept
KYD1741,golden halo,18,0,accept
KYD1741,green tunic,14,0,accept
KYD1741,icon,18,0,accept
KYD1741,long red hair,14,0,accept
KYD1741,orthodox,11,0,accept
KYD1741,red cloak,14,0,accept
KYD1741,religious style,11,0,accept
KYD1741,st. paraskeva,16,0,accept
KYD1741,visible cracks,11,0,accept
KYD1741,woman,14,0,accept
KYD1742,Dragon,4,0,accept
KYD1742,Golden halo,4,0,accept
KYD1742,Spear,9,0,accept
KYD1742,St George,22,0,accept
KYD1742,White horse,8,1,accept
KYD1742,golden bridle,2,6,reject
KYD1742,helmet,10,1,accept
KYD1742,icon,15,0,accept
KYD1742,lance,10,0,accept
KYD1742,painted icon,15,0,accept
KYD1742,red and gold robe,11,0,accept
KYD1742,red saddle,13,0,accept
KYD1742,saint george,0,1,reject
KYD1742,st. yuri the,4,7,reject
KYD1742,st. yuri the slayer of a dragon,11,0,accept
KYD1742,visible signs of age and wear,2,10,reject
KYD1742,white horse,18,0,accept
KYD1743,Crown,4,0,accept
KYD1743,Dark background,4,0,accept
KYD1743,Decorative flowers,4,0,accept
KYD1743,St Barbara,15,0,accept
KYD1743,St Nicholas,15,0,accept
KYD1743,The protection of the Mother of God,10,0,accept
KYD1743,The veil of the Mother of God,14,0,accept
KYD1743,book,11,0,accept
KYD1743,brown robe,6,0,accept
KYD1743,chalice,10,0,accept
KYD1743,crowned woman,12,0,accept
KYD1743,damaged wooden icon,14,0,accept
KYD1743,dark robe,10,1,accept
KYD1743,dark robe with floral pattern,9,1,accept
KYD1743,figure in brown robe,6,0,accept
KYD1743,figure in dark robe,10,1,accept
KYD1743,floral pattern,13,0,accept
KYD1743,icon,17,0,accept
KYD1743,mother,10,0,accept
KYD1743,peeling paint,10,0,accept
KYD1743,saint,16,0,accept
KYD1743,saint michael,9,3,accept
KYD1743,significant wear and tear,5,1,accept
KYD1743,the protection veil of the holy mother of god with the theodosius and saint michael,9,3,accept
KYD1743,visible wood grain,15,0,accept
KYD1744,Dark background,4,0,accept
KYD1744,Red and yellow painted frame,4,0,accept
KYD1744,Stylized crown,4,0,accept
KYD1744,Sword,9,0,accept
KYD1744,chalice,12,0,accept
KYD1744,cracks,9,0,accept
KYD1744,icon,24,0,accept
KYD1744,missing paint,15,0,accept
KYD1744,peeling paint,9,0,accept
KYD1744,red and gold robe,10,0,accept
KYD1744,saint,24,0,accept
KYD1744,saint varvara,19,0,accept
KYD1744,staff,2,4,reject
KYD1744,visible cracks,9,3,accept
KYD1744,woman,16,0,accept
KYD1745,Archangel Michael,24,0,accept
KYD1745,Archcommander Michael,12,0,accept
KYD1745,Clouds on background,4,0,accept
KYD1745,armor,14,0,accept
KYD1745,figure in armor and a helmet,18,0,accept
KYD1745,helmet,13,0,accept
KYD1745,icon,20,0,accept
KYD1745,painted wooden panel,16,0,accept
KYD1745,shield,3,10,reject
KYD1745,signs of age,12,0,accept
KYD1745,staff,2,10,reject
KYD1745,the archistratigus michael,12,0,accept
KYD1745,wear,14,0,accept
KYD1746,Christ Pantocrator,14,0,accept
KYD1746,Globe,12,0,accept
KYD1746,Golden halo,4,0,accept
KYD1746,Jesus Christ,14,0,accept
KYD1746,Light blue background,4,0,accept
KYD1746,St Barbara,12,0,accept
KYD1746,book,13,0,accept
KYD1746,christ pantocrator and st. varvara,10,2,accept
KYD1746,cracks,15,0,accept
KYD1746,cross,15,0,accept
KYD1746,green cloak,3,5,reject
KYD1746,green dress,3,5,reject
KYD1746,icon,12,0,accept
KYD1746,man,12,0,accept
KYD1746,peeling paint,12,0,accept
KYD1746,red robe,10,0,accept
KYD1746,religious icon,17,0,accept
KYD1746,small object,2,8,reject
KYD1746,st. varvara,19,0,accept
KYD1746,woman,12,0,accept
KYD1747,Blured halo,4,0,accept
KYD1747,Brown background,4,0,accept
KYD1747,Frame with floral patterns,12,0,accept
KYD1747,chipped paint,15,0,accept
KYD1747,couple,3,9,reject
KYD1747,cracks,15,0,accept
KYD1747,holy family,3,10,reject
KYD1747,icon,24,0,accept
KYD1747,infant jesus,20,0,accept
KYD1747,painted floral motifs,16,0,accept
KYD1747,painted fruit motifs,2,10,reject
KYD1747,pair of icons,9,0,accept
KYD1747,saint joseph,3,9,reject
KYD1747,signs of age and wear,5,1,accept
KYD1747,traditional orthodox style,11,0,accept
KYD1747,virgin mary,12,0,accept
KYD1747,wedding couple,7,10,reject
KYD1747,wooden frame,16,0,accept
KYD1748,Blessing,4,0,accept
KYD1748,St Nicholas,12,7,accept
KYD1748,black hood,2,7,reject
KYD1748,dark object,2,9,reject
KYD1748,gray beard,4,0,accept
KYD1748,icon,17,0,accept
KYD1748,man with a beard and blue eyes,10,1,accept
KYD1748,painted wooden icon,18,0,accept
KYD1748,peeling paint,12,0,accept
KYD1748,rust spots,0,1,reject
KYD1748,st. michael,18,4,accept
KYD1748,staff,2,9,reject
KYD1748,visible cracks,14,0,accept
KYD1748,white robe,11,0,accept
KYD1749,Blessing,4,0,accept
KYD1749,Dark background,4,0,accept
KYD1749,Decorative flowers,4,0,accept
KYD1749,Golden halo,4,0,accept
KYD1749,St Nicholas,12,0,accept
KYD1749,bearded man,14,0,accept
KYD1749,book,16,0,accept
KYD1749,cross,16,0,accept
KYD1749,crown,18,0,accept
KYD1749,damage,2,4,reject
KYD1749,halos,18,0,accept
KYD1749,icon,14,0,accept
KYD1749,infant jesus,18,0,accept
KYD1749,mitre,3,6,reject
KYD1749,red and blue robe,12,0,accept
KYD1749,red and gold robe,11,2,accept
KYD1749,red robes with gold trim,14,0,accept
KYD1749,religious painting,14,0,accept
KYD1749,saints,18,0,accept
KYD1749,virgin mary,12,0,accept
KYD1749,visible cracks,14,0,accept
KYD1749,woman,14,0,accept
KYD1750,Chalice,11,0,accept
KYD1750,Dark background,4,0,accept
KYD1750,Jar,4,0,accept
KYD1750,St Barbara,13,0,accept
KYD1750,St Michael,8,0,accept
KYD1750,St Nicholas,15,0,accept
KYD1750,St Raphael,8,0,accept
KYD1750,Virgin Mary,18,1,accept
KYD1750,X-cross,3,1,accept
KYD1750,book,9,0,accept
KYD1750,chalices,9,0,accept
KYD1750,crown,12,0,accept
KYD1750,heavily cracked,4,2,accept
KYD1750,icon,14,0,accept
KYD1750,infant in a manger,8,0,accept
KYD1750,jesus,15,0,accept
KYD1750,"jesus, the lidless eye and five saints",11,0,accept
KYD1750,man,8,0,accept
KYD1750,red and black robe,6,0,accept
KYD1750,religious fresco,6,0,accept
KYD1750,several women,6,0,accept
KYD1750,sleeping infant,15,0,accept
KYD1750,worn,6,0,accept
KYD1751,Christ Child,16,0,accept
KYD1751,Hodegetria,9,0,accept
KYD1751,Light brown background,4,0,accept
KYD1751,brown robe,2,5,reject
KYD1751,cracks,7,0,accept
KYD1751,discoloration,10,0,accept
KYD1751,green cloak,14,0,accept
KYD1751,icon,19,0,accept
KYD1751,infant jesus,21,0,accept
KYD1751,mother,8,0,accept
KYD1751,painting,11,0,accept
KYD1751,red and green head covering,5,2,accept
KYD1751,the kazan icon of the mother of god,14,0,accept
KYD1751,virgin mary,21,0,accept
KYD1751,white tunic,17,0,accept
KYD1752,Decorative flowers,5,1,accept
KYD1752,Patterned background,4,0,accept
KYD1752,Writing on the halo,14,0,accept
KYD1752,blue robe with gold trim,3,8,reject
KYD1752,crucifix,21,0,accept
KYD1752,figure in blue robe,3,8,reject
KYD1752,halo,24,0,accept
KYD1752,icon,24,0,accept
KYD1752,our lady of okhtyrka,21,0,accept
KYD1752,paint loss,17,0,accept
KYD1752,visible cracks,12,4,accept
KYD1753,Esoterics,7,0,accept
KYD1753,Golden halo,4,0,accept
KYD1753,Light blue background,4,0,accept
KYD1753,Oak tree,9,0,accept
KYD1753,Our Lady of the Oak,7,0,accept
KYD1753,St Michael,7,0,accept
KYD1753,St Nicholas,7,0,accept
KYD1753,Three crowns,14,0,accept
KYD1753,another child,7,0,accept
KYD1753,bishop,5,0,accept
KYD1753,crown,9,0,accept
KYD1753,faded colors,9,0,accept
KYD1753,figure with sword and scales,13,0,accept
KYD1753,fire,4,2,accept
KYD1753,golden robes,11,0,accept
KYD1753,icon,8,0,accept
KYD1753,man,9,0,accept
KYD1753,religious painting,9,0,accept
KYD1753,scales,7,0,accept
KYD1753,staff,5,2,accept
KYD1753,sword,13,0,accept
KYD1753,the virgin mary,10,0,accept
KYD1753,tree,11,0,accept
KYD1753,two cherubs,9,2,accept
KYD1753,two children,5,2,accept
KYD1753,virgin mary,13,0,accept
KYD1753,visible damage,6,1,accept
KYD1754,Blue background,4,0,accept
KYD1754,Dark red halo,4,0,accept
KYD1754,Decorative flowers,4,0,accept
KYD1754,baby,16,0,accept
KYD1754,child,16,0,accept
KYD1754,damage on red flowers,12,0,accept
KYD1754,damage on woman's face,11,1,accept
KYD1754,dark leaves,16,0,accept
KYD1754,icon,22,0,accept
KYD1754,large red flowers with white centers,1,4,reject
KYD1754,madonna and child,9,0,accept
KYD1754,painting on glass,4,0,accept
KYD1754,red garment with dark patterned border,14,0,accept
KYD1754,the blessed virgin with a baby,20,0,accept
KYD1754,visible cracks,8,1,accept
KYD1754,white dress with red collar,13,0,accept
KYD1754,woman,12,0,accept
KYD1755,Group of horses,8,0,accept
KYD1755,House,8,0,accept
KYD1755,Ksonz Hryhorii,7,0,accept
KYD1755,River,8,0,accept
KYD1755,Sky with clouds,8,0,accept
KYD1755,Trees,8,0,accept
KYD1755,White tablecloth,8,0,accept
KYD1755,Wooden chair,8,0,accept
KYD1755,black boots,4,0,accept
KYD1755,book,25,0,accept
KYD1755,cigarette,27,0,accept
KYD1755,cracks,4,4,tie
KYD1755,dark bottle,22,0,accept
KYD1755,dark suit,20,0,accept
KYD1755,distant wood,4,0,accept
KYD1755,ihor oleksiiovych kolesnyk,16,0,accept
KYD1755,peeling paint,15,0,accept
KYD1755,portrait,22,0,accept
KYD1755,portrait of ihor oleksiiovych kolesnyk,15,0,accept
KYD1755,small cup,22,0,accept
KYD1755,watch,22,0,accept
KYD1755,white embroidered shirt,25,0,accept
KYD1755,young man,28,0,accept
KYD1756,Distant wood,5,0,accept
KYD1756,Ksonz Hryhorii,7,0,accept
KYD1756,Thatched roof house,5,0,accept
KYD1756,Vyshyvanka,2,0,accept
KYD1756,blue dress,11,1,accept
KYD1756,blue skirt,9,0,accept
